timestamp,eye_rub_first_hand_report,eye_rub_first_hand_count,eye_rub_first_hand_durations,|,eye_rub_second_hand_report,eye_rub_second_hand_count,eye_rub_second_hand_durations,|,flicker_report,flicker_count,|,micro_sleep_report,micro_sleep_count,micro_sleep_durations,|,pitch_report,pitch_count,pitch_durations,|,yawn_report,yawn_count,yawn_durations
2025-10-25 03:06:44,False,0,[],|,False,0,[],|,False,Counting flickers... 28.0 seconds remaining.,|,False,0,[],|,True,10,"['1 pitch: 6.0 seconds', '2 pitch: 3.0 seconds', '3 pitch: 5.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 97.0 seconds', '6 pitch: 27.0 seconds', '7 pitch: 3.0 seconds', '8 pitch: 4.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 5.0 seconds']",|,False,Counting yawns... 90.0 seconds remaining.,[]
2025-10-25 03:06:55,False,0,[],|,False,0,[],|,False,Counting flickers... 17.0 seconds remaining.,|,False,0,[],|,True,11,"['1 pitch: 6.0 seconds', '2 pitch: 3.0 seconds', '3 pitch: 5.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 97.0 seconds', '6 pitch: 27.0 seconds', '7 pitch: 3.0 seconds', '8 pitch: 4.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 5.0 seconds', '11 pitch: 10.0 seconds']",|,False,Counting yawns... 79.0 seconds remaining.,[]
2025-10-25 03:07:03,False,0,[],|,False,0,[],|,False,Counting flickers... 9.0 seconds remaining.,|,False,0,[],|,True,12,"['1 pitch: 6.0 seconds', '2 pitch: 3.0 seconds', '3 pitch: 5.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 97.0 seconds', '6 pitch: 27.0 seconds', '7 pitch: 3.0 seconds', '8 pitch: 4.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 5.0 seconds', '11 pitch: 10.0 seconds', '12 pitch: 6.0 seconds']",|,False,Counting yawns... 71.0 seconds remaining.,[]
2025-10-25 03:07:06,False,0,[],|,False,0,[],|,False,Counting flickers... 6.0 seconds remaining.,|,False,0,[],|,True,13,"['1 pitch: 6.0 seconds', '2 pitch: 3.0 seconds', '3 pitch: 5.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 97.0 seconds', '6 pitch: 27.0 seconds', '7 pitch: 3.0 seconds', '8 pitch: 4.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 5.0 seconds', '11 pitch: 10.0 seconds', '12 pitch: 6.0 seconds', '13 pitch: 3.0 seconds']",|,False,Counting yawns... 68.0 seconds remaining.,[]
2025-10-25 03:07:12,False,0,[],|,False,0,[],|,True,3,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 62.0 seconds remaining.,[]
2025-10-25 03:07:13,False,0,[],|,False,0,[],|,False,Counting flickers... 58.0 seconds remaining.,|,False,0,[],|,True,14,"['1 pitch: 6.0 seconds', '2 pitch: 3.0 seconds', '3 pitch: 5.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 97.0 seconds', '6 pitch: 27.0 seconds', '7 pitch: 3.0 seconds', '8 pitch: 4.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 5.0 seconds', '11 pitch: 10.0 seconds', '12 pitch: 6.0 seconds', '13 pitch: 3.0 seconds', '14 pitch: 6.0 seconds']",|,False,Counting yawns... 60.0 seconds remaining.,[]
2025-10-25 03:07:14,True,0,[],|,True,0,[],|,False,Counting flickers... 58.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 60.0 seconds remaining.,[]
2025-10-25 03:07:22,False,0,[],|,False,0,[],|,False,Counting flickers... 50.0 seconds remaining.,|,False,0,[],|,True,15,"['1 pitch: 6.0 seconds', '2 pitch: 3.0 seconds', '3 pitch: 5.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 97.0 seconds', '6 pitch: 27.0 seconds', '7 pitch: 3.0 seconds', '8 pitch: 4.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 5.0 seconds', '11 pitch: 10.0 seconds', '12 pitch: 6.0 seconds', '13 pitch: 3.0 seconds', '14 pitch: 6.0 seconds', '15 pitch: 5.0 seconds']",|,False,Counting yawns... 52.0 seconds remaining.,[]
2025-10-25 03:37:13,False,0,[],|,False,0,[],|,False,Counting flickers... 55.0 seconds remaining.,|,False,0,[],|,True,1,['1 pitch: 3.0 seconds'],|,False,Counting yawns... 175.0 seconds remaining.,[]
2025-10-25 03:37:35,False,0,[],|,False,0,[],|,False,Counting flickers... 33.0 seconds remaining.,|,False,0,[],|,True,2,"['1 pitch: 3.0 seconds', '2 pitch: 5.0 seconds']",|,False,Counting yawns... 153.0 seconds remaining.,[]
2025-10-25 03:37:40,False,0,[],|,False,0,[],|,False,Counting flickers... 28.0 seconds remaining.,|,False,0,[],|,True,3,"['1 pitch: 3.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 4.0 seconds']",|,False,Counting yawns... 148.0 seconds remaining.,[]
2025-10-25 03:37:59,False,0,[],|,False,0,[],|,False,Counting flickers... 9.0 seconds remaining.,|,False,0,[],|,True,4,"['1 pitch: 3.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 4.0 seconds', '4 pitch: 8.0 seconds']",|,False,Counting yawns... 129.0 seconds remaining.,[]
2025-10-25 03:38:07,False,0,[],|,False,0,[],|,False,Counting flickers... 1.0 seconds remaining.,|,False,0,[],|,True,5,"['1 pitch: 3.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 4.0 seconds', '4 pitch: 8.0 seconds', '5 pitch: 6.0 seconds']",|,False,Counting yawns... 121.0 seconds remaining.,[]
2025-10-25 03:38:08,False,0,[],|,False,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-10-25 03:38:12,False,0,[],|,False,0,[],|,False,Counting flickers... 55.0 seconds remaining.,|,False,0,[],|,True,6,"['1 pitch: 3.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 4.0 seconds', '4 pitch: 8.0 seconds', '5 pitch: 6.0 seconds', '6 pitch: 3.0 seconds']",|,False,Counting yawns... 116.0 seconds remaining.,[]
2025-10-25 03:38:19,False,0,[],|,False,0,[],|,False,Counting flickers... 49.0 seconds remaining.,|,False,0,[],|,True,7,"['1 pitch: 3.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 4.0 seconds', '4 pitch: 8.0 seconds', '5 pitch: 6.0 seconds', '6 pitch: 3.0 seconds', '7 pitch: 3.0 seconds']",|,False,Counting yawns... 109.0 seconds remaining.,[]
2025-10-25 03:39:07,False,0,[],|,False,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 61.0 seconds remaining.,[]
2025-10-25 03:39:10,False,0,[],|,False,0,[],|,False,Counting flickers... 57.0 seconds remaining.,|,False,0,[],|,True,8,"['1 pitch: 3.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 4.0 seconds', '4 pitch: 8.0 seconds', '5 pitch: 6.0 seconds', '6 pitch: 3.0 seconds', '7 pitch: 3.0 seconds', '8 pitch: 24.0 seconds']",|,False,Counting yawns... 58.0 seconds remaining.,[]
2025-10-25 03:39:22,False,0,[],|,False,0,[],|,False,Counting flickers... 45.0 seconds remaining.,|,False,0,[],|,True,9,"['1 pitch: 3.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 4.0 seconds', '4 pitch: 8.0 seconds', '5 pitch: 6.0 seconds', '6 pitch: 3.0 seconds', '7 pitch: 3.0 seconds', '8 pitch: 24.0 seconds', '9 pitch: 12.0 seconds']",|,False,Counting yawns... 46.0 seconds remaining.,[]
2025-10-25 03:39:43,False,0,[],|,False,0,[],|,False,Counting flickers... 24.0 seconds remaining.,|,False,0,[],|,True,10,"['1 pitch: 3.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 4.0 seconds', '4 pitch: 8.0 seconds', '5 pitch: 6.0 seconds', '6 pitch: 3.0 seconds', '7 pitch: 3.0 seconds', '8 pitch: 24.0 seconds', '9 pitch: 12.0 seconds', '10 pitch: 4.0 seconds']",|,False,Counting yawns... 25.0 seconds remaining.,[]
2025-10-25 03:39:50,False,0,[],|,False,0,[],|,False,Counting flickers... 17.0 seconds remaining.,|,False,0,[],|,True,11,"['1 pitch: 3.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 4.0 seconds', '4 pitch: 8.0 seconds', '5 pitch: 6.0 seconds', '6 pitch: 3.0 seconds', '7 pitch: 3.0 seconds', '8 pitch: 24.0 seconds', '9 pitch: 12.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 7.0 seconds']",|,False,Counting yawns... 18.0 seconds remaining.,[]
2025-10-25 03:39:55,False,0,[],|,False,0,[],|,False,Counting flickers... 12.0 seconds remaining.,|,False,0,[],|,True,12,"['1 pitch: 3.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 4.0 seconds', '4 pitch: 8.0 seconds', '5 pitch: 6.0 seconds', '6 pitch: 3.0 seconds', '7 pitch: 3.0 seconds', '8 pitch: 24.0 seconds', '9 pitch: 12.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 7.0 seconds', '12 pitch: 3.0 seconds']",|,False,Counting yawns... 13.0 seconds remaining.,[]
2025-10-25 03:40:07,False,0,[],|,False,0,[],|,True,3,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2025-10-25 03:40:08,False,0,[],|,False,0,[],|,False,Counting flickers... 59.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2025-10-25 03:40:36,False,0,[],|,False,0,[],|,False,Counting flickers... 31.0 seconds remaining.,|,False,0,[],|,True,13,"['1 pitch: 3.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 4.0 seconds', '4 pitch: 8.0 seconds', '5 pitch: 6.0 seconds', '6 pitch: 3.0 seconds', '7 pitch: 3.0 seconds', '8 pitch: 24.0 seconds', '9 pitch: 12.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 7.0 seconds', '12 pitch: 3.0 seconds', '13 pitch: 38.0 seconds']",|,False,Counting yawns... 152.0 seconds remaining.,[]
2025-10-25 03:41:06,False,0,[],|,False,0,[],|,True,2,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 121.0 seconds remaining.,[]
2025-10-25 03:42:06,False,0,[],|,False,0,[],|,True,13,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 62.0 seconds remaining.,[]
2025-10-25 03:42:08,True,0,[],|,True,0,[],|,False,Counting flickers... 58.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 60.0 seconds remaining.,[]
2025-10-25 04:06:50,False,0,[],|,False,0,[],|,False,Counting flickers... 29.0 seconds remaining.,|,False,0,[],|,True,1,['1 pitch: 8.0 seconds'],|,False,Counting yawns... 149.0 seconds remaining.,[]
2025-10-25 04:07:08,False,0,[],|,False,0,[],|,False,Counting flickers... 11.0 seconds remaining.,|,False,0,[],|,True,2,"['1 pitch: 8.0 seconds', '2 pitch: 10.0 seconds']",|,False,Counting yawns... 131.0 seconds remaining.,[]
2025-10-25 04:07:18,False,0,[],|,False,0,[],|,True,3,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-10-25 04:08:18,False,0,[],|,False,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 61.0 seconds remaining.,[]
2025-10-25 04:08:26,False,0,[],|,False,0,[],|,False,Counting flickers... 52.0 seconds remaining.,|,False,0,[],|,True,3,"['1 pitch: 8.0 seconds', '2 pitch: 10.0 seconds', '3 pitch: 71.0 seconds']",|,False,Counting yawns... 53.0 seconds remaining.,[]
2025-10-25 04:09:17,False,0,[],|,False,0,[],|,True,3,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2025-10-25 04:09:18,False,0,[],|,False,0,[],|,False,Counting flickers... 59.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2025-10-25 17:38:09,False,0,[],|,False,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-10-25 17:52:46,False,0,[],|,False,0,[],|,False,Counting flickers... 32.0 seconds remaining.,|,False,0,[],|,True,1,['1 pitch: 6.0 seconds'],|,False,Counting yawns... 152.0 seconds remaining.,[]
2025-10-25 17:53:18,False,0,[],|,False,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-10-25 17:54:00,False,0,[],|,False,0,[],|,False,Counting flickers... 18.0 seconds remaining.,|,False,0,[],|,True,2,"['1 pitch: 6.0 seconds', '2 pitch: 6.0 seconds']",|,False,Counting yawns... 78.0 seconds remaining.,[]
2025-10-25 17:54:18,False,0,[],|,False,0,[],|,True,0,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 61.0 seconds remaining.,[]
2025-10-25 17:54:59,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 4.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 159.0 seconds remaining.,[]
2025-10-25 17:55:27,False,0,[],|,False,0,[],|,False,Counting flickers... 11.0 seconds remaining.,|,False,0,[],|,True,1,['1 pitch: 3.0 seconds'],|,False,Counting yawns... 131.0 seconds remaining.,[]
2025-10-25 17:55:37,False,0,[],|,False,0,[],|,True,4,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-10-25 17:55:44,False,0,[],|,False,0,[],|,False,Counting flickers... 53.0 seconds remaining.,|,False,0,[],|,True,2,"['1 pitch: 3.0 seconds', '2 pitch: 4.0 seconds']",|,False,Counting yawns... 114.0 seconds remaining.,[]
2025-10-25 17:56:09,False,0,[],|,False,0,[],|,False,0,|,True,2,"['1 micro sleep: 4.0 seconds', '2 micro sleep: 4.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 88.0 seconds remaining.,[]
2025-10-25 17:56:37,False,0,[],|,False,0,[],|,True,9,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 61.0 seconds remaining.,[]
2025-10-25 17:56:55,False,0,[],|,False,0,[],|,False,0,|,True,3,"['1 micro sleep: 4.0 seconds', '2 micro sleep: 4.0 seconds', '3 micro sleep: 4.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 43.0 seconds remaining.,[]
2025-10-25 17:57:03,False,0,[],|,False,0,[],|,False,0,|,True,4,"['1 micro sleep: 4.0 seconds', '2 micro sleep: 4.0 seconds', '3 micro sleep: 4.0 seconds', '4 micro sleep: 4.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 34.0 seconds remaining.,[]
2025-10-25 17:57:35,False,0,[],|,False,0,[],|,False,0,|,True,5,"['1 micro sleep: 4.0 seconds', '2 micro sleep: 4.0 seconds', '3 micro sleep: 4.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 4.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 3.0 seconds remaining.,[]
2025-10-25 17:57:36,False,0,[],|,False,0,[],|,True,12,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2025-10-25 17:57:37,False,0,[],|,False,0,[],|,False,Counting flickers... 59.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2025-10-25 17:58:04,False,0,[],|,False,0,[],|,False,0,|,True,6,"['1 micro sleep: 4.0 seconds', '2 micro sleep: 4.0 seconds', '3 micro sleep: 4.0 seconds', '4 micro sleep: 4.0 seconds', '5 micro sleep: 4.0 seconds', '6 micro sleep: 5.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 153.0 seconds remaining.,[]
2025-10-25 18:05:11,False,0,[],|,False,0,[],|,False,Counting flickers... 40.0 seconds remaining.,|,False,0,[],|,True,1,['1 pitch: 4.0 seconds'],|,False,Counting yawns... 160.0 seconds remaining.,[]
2025-10-27 03:59:56,False,0,[],|,False,0,[],|,False,Counting flickers... 50.0 seconds remaining.,|,False,0,[],|,True,1,['1 pitch: 6.0 seconds'],|,False,Counting yawns... 170.0 seconds remaining.,[]
2025-10-27 04:03:09,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 3.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 167.0 seconds remaining.,[]
2025-10-27 04:07:55,False,0,[],|,False,0,[],|,False,Counting flickers... 46.0 seconds remaining.,|,False,0,[],|,True,1,['1 pitch: 5.0 seconds'],|,False,Counting yawns... 166.0 seconds remaining.,[]
2025-10-27 04:08:14,False,0,[],|,False,0,[],|,False,Counting flickers... 28.0 seconds remaining.,|,False,0,[],|,True,2,"['1 pitch: 5.0 seconds', '2 pitch: 4.0 seconds']",|,False,Counting yawns... 148.0 seconds remaining.,[]
2025-10-27 04:08:30,False,0,[],|,False,0,[],|,False,Counting flickers... 11.0 seconds remaining.,|,False,0,[],|,True,3,"['1 pitch: 5.0 seconds', '2 pitch: 4.0 seconds', '3 pitch: 7.0 seconds']",|,False,Counting yawns... 131.0 seconds remaining.,[]
2025-10-27 04:08:37,False,0,[],|,False,0,[],|,False,Counting flickers... 5.0 seconds remaining.,|,False,0,[],|,True,4,"['1 pitch: 5.0 seconds', '2 pitch: 4.0 seconds', '3 pitch: 7.0 seconds', '4 pitch: 6.0 seconds']",|,False,Counting yawns... 125.0 seconds remaining.,[]
2025-10-27 04:08:41,False,0,[],|,False,0,[],|,True,3,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-10-27 04:08:58,False,0,[],|,False,0,[],|,False,Counting flickers... 43.0 seconds remaining.,|,False,0,[],|,True,5,"['1 pitch: 5.0 seconds', '2 pitch: 4.0 seconds', '3 pitch: 7.0 seconds', '4 pitch: 6.0 seconds', '5 pitch: 14.0 seconds']",|,False,Counting yawns... 104.0 seconds remaining.,[]
2025-10-27 04:09:23,False,0,[],|,False,0,[],|,False,Counting flickers... 18.0 seconds remaining.,|,False,0,[],|,True,6,"['1 pitch: 5.0 seconds', '2 pitch: 4.0 seconds', '3 pitch: 7.0 seconds', '4 pitch: 6.0 seconds', '5 pitch: 14.0 seconds', '6 pitch: 12.0 seconds']",|,False,Counting yawns... 78.0 seconds remaining.,[]
2025-10-27 04:09:33,False,0,[],|,False,0,[],|,False,Counting flickers... 8.0 seconds remaining.,|,False,0,[],|,True,7,"['1 pitch: 5.0 seconds', '2 pitch: 4.0 seconds', '3 pitch: 7.0 seconds', '4 pitch: 6.0 seconds', '5 pitch: 14.0 seconds', '6 pitch: 12.0 seconds', '7 pitch: 8.0 seconds']",|,False,Counting yawns... 68.0 seconds remaining.,[]
2025-10-27 04:09:41,False,0,[],|,False,0,[],|,True,3,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 61.0 seconds remaining.,[]
2025-10-27 04:09:43,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 3.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 59.0 seconds remaining.,[]
2025-10-27 04:09:53,False,0,[],|,False,0,[],|,False,Counting flickers... 47.0 seconds remaining.,|,False,0,[],|,True,8,"['1 pitch: 5.0 seconds', '2 pitch: 4.0 seconds', '3 pitch: 7.0 seconds', '4 pitch: 6.0 seconds', '5 pitch: 14.0 seconds', '6 pitch: 12.0 seconds', '7 pitch: 8.0 seconds', '8 pitch: 3.0 seconds']",|,False,Counting yawns... 48.0 seconds remaining.,[]
2025-10-27 04:10:16,False,0,[],|,False,0,[],|,False,Counting flickers... 25.0 seconds remaining.,|,False,0,[],|,True,9,"['1 pitch: 5.0 seconds', '2 pitch: 4.0 seconds', '3 pitch: 7.0 seconds', '4 pitch: 6.0 seconds', '5 pitch: 14.0 seconds', '6 pitch: 12.0 seconds', '7 pitch: 8.0 seconds', '8 pitch: 3.0 seconds', '9 pitch: 18.0 seconds']",|,False,Counting yawns... 26.0 seconds remaining.,[]
2025-10-27 13:20:13,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 3.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 169.0 seconds remaining.,[]
2025-10-27 13:20:20,False,0,[],|,False,0,[],|,False,0,|,True,2,"['1 micro sleep: 3.0 seconds', '2 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 162.0 seconds remaining.,[]
2025-10-27 13:20:34,False,0,[],|,False,0,[],|,False,0,|,True,3,"['1 micro sleep: 3.0 seconds', '2 micro sleep: 3.0 seconds', '3 micro sleep: 8.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 149.0 seconds remaining.,[]
2025-10-27 13:23:24,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 3.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 170.0 seconds remaining.,[]
2025-10-27 14:45:17,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 2.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 172.0 seconds remaining.,[]
2025-10-27 14:45:28,False,0,[],|,False,0,[],|,False,0,|,True,2,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 161.0 seconds remaining.,[]
2025-10-27 14:46:07,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 3.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 158.0 seconds remaining.,[]
2025-10-27 14:46:14,False,0,[],|,False,0,[],|,False,0,|,True,2,"['1 micro sleep: 3.0 seconds', '2 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 152.0 seconds remaining.,[]
2025-10-27 14:46:51,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 2.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 166.0 seconds remaining.,[]
2025-10-27 15:03:43,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 2.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 174.0 seconds remaining.,[]
2025-10-27 15:03:48,False,0,[],|,False,0,[],|,False,0,|,True,2,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 169.0 seconds remaining.,[]
2025-10-27 15:04:06,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 2.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 170.0 seconds remaining.,[]
2025-10-27 15:04:23,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 3.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 170.0 seconds remaining.,[]
2025-10-27 15:04:31,False,0,[],|,False,0,[],|,False,0,|,True,2,"['1 micro sleep: 3.0 seconds', '2 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 162.0 seconds remaining.,[]
2025-10-27 15:05:00,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 2.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 175.0 seconds remaining.,[]
2025-10-27 15:06:15,False,0,[],|,False,0,[],|,True,34,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-10-27 15:06:37,False,0,[],|,False,0,[],|,False,Counting flickers... 38.0 seconds remaining.,|,False,0,[],|,True,1,['1 pitch: 3.0 seconds'],|,False,Counting yawns... 98.0 seconds remaining.,[]
2025-10-27 15:08:47,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 2.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 173.0 seconds remaining.,[]
2025-10-27 15:09:12,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 2.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 175.0 seconds remaining.,[]
